exp,dev_stage,tissue,area,x,y,perimeter
P2X3-594 ISL1-488 20x 1b,,DRG,117.75,12.06,13.65,40.28
P2X3-594 ISL1-488 20x 1b,,DRG,134.53,14.6,13.33,43.22
P2X3-594 ISL1-488 20x 1b,,DRG,161.43,15.56,14.92,47.38
P2X3-594 ISL1-488 20x 1b,,DRG,175.85,14.92,15.56,48.47
P2X3-594 ISL1-488 20x 1b,,DRG,214.87,21.27,13.33,56.65
P2X3-594 ISL1-488 20x 1b,,DRG,96.5,13.02,10.48,36.01
P2X3-594 ISL1-488 20x 1b,,DRG,127.73,13.33,14.92,43.43
P2X3-594 ISL1-488 20x 1b,,DRG,134.21,16.19,10.16,43.45
P2X3-594 ISL1-488 20x 1b,,DRG,273.74,18.73,18.41,61.87
P2X3-594 ISL1-488 20x 1b,,DRG,116.02,14.92,10.79,40.66
P2X3-594 ISL1-488 20x 1b,,DRG,107.67,13.65,11.11,38.63
P2X3-594 ISL1-488 20x 1b,,DRG,139.23,15.24,12.38,43.38
P2X3-594 ISL1-488 20x 1b,,DRG,170.25,16.83,14.29,47.35
P2X3-594 ISL1-488 20x 1b,,DRG,121.12,13.65,12.7,40.14
P2X3-594 ISL1-488 20x 1b,,DRG,167.77,13.33,17.14,47.91
P2X3-594 ISL1-488 20x 1b,,DRG,146.28,12.7,16.83,45.2
P2X3-594 ISL1-488 20x 1b,,DRG,165.79,16.51,13.33,47.51
P2X3-594 ISL1-488 20x 1b,,DRG,150.28,15.24,12.7,44.65
P2X3-594 ISL1-488 20x 1b,,DRG,110.66,13.02,10.48,38.15
P2X3-594 ISL1-488 20x 1b,,DRG,68.1,13.97,6.67,33.69
P2X3-594 ISL1-488 20x 1b,,DRG,68.11,11.43,7.62,30.8
P2X3-594 ISL1-488 20x 1b,,DRG,81.91,11.11,9.21,33.11
P2X3-594 ISL1-488 20x 1b,,DRG,145.17,13.02,14.6,44.12
P2X3-594 ISL1-488 20x 1b,,DRG,129.86,16.51,10.48,42.98
P2X3-594 ISL1-488 20x 1b,,DRG,96.24,12.7,10.48,35.95
P2X3-594 ISL1-488 20x 1b,,DRG,94.19,13.33,9.84,36.66
P2X3-594 ISL1-488 20x 1b,,DRG,131.48,15.56,11.11,42.52
P2X3-594 ISL1-488 20x 1b,,DRG,119.96,15.56,10.16,41.58
P2X3-594 ISL1-488 20x 1b,,DRG,111.8,11.75,12.38,38.3
P2X3-594 ISL1-488 20x 1b,,DRG,67.59,9.21,10.16,30.03
P2X3-594 ISL1-488 20x 1b,,DRG,36.8,7.3,6.98,22.18
P2X3-594 ISL1-488 20x 1b,,DRG,156.94,13.33,15.56,45.52
P2X3-594 ISL1-488 20x 1b,,DRG,176.52,19.37,12.06,50.69
P2X3-594 ISL1-488 20x 1b,,DRG,149.97,15.24,13.65,44.55
P2X3-594 ISL1-488 20x 1b,,DRG,109.28,10.79,13.33,38.22
P2X3-594 ISL1-488 20x 1b,,DRG,155.13,15.87,13.02,46.18
P2X3-594 ISL1-488 20x 1b,,DRG,80.85,13.02,8.57,34.08
P2X3-594 ISL1-488 20x 1b,,DRG,107.64,12.38,11.11,37.76
P2X3-594 ISL1-488 20x 1b,,DRG,149.69,14.6,12.7,44.26
P2X3-594 ISL1-488 20x 1b,,DRG,61.87,9.52,8.89,28.78
P2X3-594 ISL1-488 20x 1b,,DRG,49.61,8.89,7.94,26.02
P2X3-594 ISL1-488 20x 1b,,DRG,52.22,8.25,8.57,26.35
P2X3-594 ISL1-488 20x 1b,,DRG,115.15,15.24,11.75,41.76
P2X3-594 ISL1-488 20x 1b,,DRG,103.16,11.75,11.11,36.79
P2X3-594 ISL1-488 20x 1b,,DRG,98.51,13.97,9.52,36.89
P2X3-594 ISL1-488 20x 1b,,DRG,55.64,8.57,9.84,27.61
P2X3-594 ISL1-488 20x 1b,,DRG,60.24,13.33,6.03,32
P2X3-594 ISL1-488 20x 1b,,DRG,71.95,9.52,10.79,31.14
P2X3-594 ISL1-488 20x 1b,,DRG,126.63,16.19,12.06,44.64
P2X3-594 ISL1-488 20x 1b,,DRG,127.78,14.29,12.7,43.15
P2X3-594 ISL1-488 20x 1b,,DRG,63.8,14.6,6.98,34.66
P2X3-594 ISL1-488 20x 1b,,DRG,123.43,16.51,9.21,42.98
P2X3-594 ISL1-488 20x 1b,,DRG,198.69,17.46,14.29,51.97
P2X3-594 ISL1-488 20x 1b,,DRG,92.22,11.43,10.79,35.4
P2X3-594 ISL1-488 20x 1b,,DRG,78,11.11,9.52,32.39
P2X3-594 ISL1-488 20x 1b,,DRG,120.63,14.92,10.16,41.08
P2X3-594 ISL1-488 20x 1b,,DRG,73.9,10.16,9.21,31.14
P2X3-594 ISL1-488 20x 1b,,DRG,46.92,10.79,6.35,27.5
P2X3-594 ISL1-488 20x 1b,,DRG,86.85,11.11,9.84,33.91
P2X3-594 ISL1-488 20x 1b,,DRG,101.27,13.02,10.16,37.92
P2X3-594 ISL1-488 20x 1b,,DRG,91.95,12.38,9.84,35.23
P2X3-594 ISL1-488 20x 1b,,DRG,150.71,18.1,10.48,47.27
P2X3-594 ISL1-488 20x 1b,,DRG,82.21,9.84,12.38,34.81
P2X3-594 ISL1-488 20x 1b,,DRG,64.51,10.79,7.62,29.41
P2X3-594 ISL1-488 20x 1b,,DRG,85.16,11.75,9.52,33.74
P2X3-594 ISL1-488 20x 1b,,DRG,126.35,15.87,10.16,42.04
P2X3-594 ISL1-488 20x 1b,,DRG,114.39,13.33,12.7,39.54
P2X3-594 ISL1-488 20x 1b,,DRG,227.61,15.24,19.68,56.1
P2X3-594 ISL1-488 20x 1b,,DRG,129.13,12.38,13.97,41.28
P2X3-594 ISL1-488 20x 1b,,DRG,107.11,11.11,11.43,37.46
P2X3-594 ISL1-488 20x 1b,,DRG,102.66,9.21,15.24,38.26
P2X3-594 ISL1-488 20x 1b,,DRG,106.87,13.97,9.52,38.26
P2X3-594 ISL1-488 20x 1b,,DRG,60.34,9.84,8.25,29.18
P2X3-594 ISL1-488 20x 1b,,DRG,103.3,11.43,11.75,36.85
P2X3-594 ISL1-488 20x 1b,,DRG,114.02,11.43,11.75,38.68
P2X3-594 ISL1-488 20x 1b,,DRG,132.08,15.24,12.06,42.54
P2X3-594 ISL1-488 20x 1b,,DRG,117.66,12.7,12.06,40.01
P2X3-594 ISL1-488 20x 1b,,DRG,53.7,8.25,8.57,26.51
P2X3-594 ISL1-488 20x 1b,,DRG,128.2,13.97,12.06,41.43
P2X3-594 ISL1-488 20x 1b,,DRG,144.21,19.05,11.11,47.69
P2X3-594 ISL1-488 20x 1b,,DRG,139.98,14.29,13.33,43.31
P2X3-594 ISL1-488 20x 1b,,DRG,108.08,11.75,12.7,38.49
P2X3-594 ISL1-488 20x 1b,,DRG,122.81,11.75,13.97,41.17
P2X3-594 ISL1-488 20x 1b,,DRG,96.83,11.75,10.48,35.96
P2X3-594 ISL1-488 20x 1b,,DRG,84.36,9.21,11.43,33.81
P2X3-594 ISL1-488 20x 1b,,DRG,78.7,12.7,8.25,33.99
P2X3-594 ISL1-488 20x 1b,,DRG,115.32,13.33,11.11,39.72
P2X3-594 ISL1-488 20x 1b,,DRG,247.58,19.68,17.14,57.62
P2X3-594 ISL1-488 20x 1b,,DRG,110.01,13.97,10.16,39.4
P2X3-594 ISL1-488 20x 1b,,DRG,234.65,16.51,18.41,55.73
P2X3-594 ISL1-488 20x 1b,,DRG,204.51,16.19,18.1,51.9
P2X3-594 ISL1-488 20x 1b,,DRG,173.93,17.14,14.92,50
P2X3-594 ISL1-488 20x 1b,,DRG,74.32,10.16,10.79,31.74
P2X3-594 ISL1-488 20x 1b,,DRG,136.83,13.65,14.29,43.34
P2X3-594 ISL1-488 20x 1b,,DRG,141.57,17.78,10.79,45.71
P2X3-594 ISL1-488 20x 1b,,DRG,355.91,31.11,15.56,75.72
P2X3-594 ISL1-488 20x 1b,,DRG,132.8,16.51,10.48,43.14
P2X3-594 ISL1-488 20x 1b,,DRG,99.87,10.16,12.38,36.44
P2X3-594 ISL1-488 20x 1b,,DRG,111.64,12.7,12.7,39.27
P2X3-594 ISL1-488 20x 1b,,DRG,127.46,14.6,12.06,43.14
P2X3-594 ISL1-488 20x 1b,,DRG,192.57,15.87,15.56,50.04
P2X3-594 ISL1-488 20x 1b,,DRG,104.1,12.7,11.11,37.47
P2X3-594 ISL1-488 20x 1b,,DRG,203.38,18.1,16.51,53.19
P2X3-594 ISL1-488 20x 1b,,DRG,170.52,14.92,14.92,46.91
P2X3-594 ISL1-488 20x 1b,,DRG,117.75,12.06,13.65,40.28
P2X3-594 ISL1-488 20x 1b,,DRG,134.53,14.6,13.33,43.22
P2X3-594 ISL1-488 20x 1b,,DRG,161.43,15.56,14.92,47.38
P2X3-594 ISL1-488 20x 1b,,DRG,175.85,14.92,15.56,48.47
P2X3-594 ISL1-488 20x 1b,,DRG,214.87,21.27,13.33,56.65
P2X3-594 ISL1-488 20x 1b,,DRG,96.5,13.02,10.48,36.01
P2X3-594 ISL1-488 20x 1b,,DRG,127.73,13.33,14.92,43.43
P2X3-594 ISL1-488 20x 1b,,DRG,134.21,16.19,10.16,43.45
P2X3-594 ISL1-488 20x 1b,,DRG,273.74,18.73,18.41,61.87
P2X3-594 ISL1-488 20x 1b,,DRG,116.02,14.92,10.79,40.66
P2X3-594 ISL1-488 20x 1b,,DRG,107.67,13.65,11.11,38.63
P2X3-594 ISL1-488 20x 1b,,DRG,139.23,15.24,12.38,43.38
P2X3-594 ISL1-488 20x 1b,,DRG,170.25,16.83,14.29,47.35
P2X3-594 ISL1-488 20x 1b,,DRG,121.12,13.65,12.7,40.14
P2X3-594 ISL1-488 20x 1b,,DRG,167.77,13.33,17.14,47.91
P2X3-594 ISL1-488 20x 1b,,DRG,146.28,12.7,16.83,45.2
P2X3-594 ISL1-488 20x 1b,,DRG,165.79,16.51,13.33,47.51
P2X3-594 ISL1-488 20x 1b,,DRG,150.28,15.24,12.7,44.65
P2X3-594 ISL1-488 20x 1b,,DRG,110.66,13.02,10.48,38.15
P2X3-594 ISL1-488 20x 1b,,DRG,68.1,13.97,6.67,33.69
P2X3-594 ISL1-488 20x 1b,,DRG,68.11,11.43,7.62,30.8
P2X3-594 ISL1-488 20x 1b,,DRG,81.91,11.11,9.21,33.11
P2X3-594 ISL1-488 20x 1b,,DRG,145.17,13.02,14.6,44.12
P2X3-594 ISL1-488 20x 1b,,DRG,129.86,16.51,10.48,42.98
P2X3-594 ISL1-488 20x 1b,,DRG,96.24,12.7,10.48,35.95
P2X3-594 ISL1-488 20x 1b,,DRG,94.19,13.33,9.84,36.66
P2X3-594 ISL1-488 20x 1b,,DRG,131.48,15.56,11.11,42.52
P2X3-594 ISL1-488 20x 1b,,DRG,119.96,15.56,10.16,41.58
P2X3-594 ISL1-488 20x 1b,,DRG,111.8,11.75,12.38,38.3
P2X3-594 ISL1-488 20x 1b,,DRG,67.59,9.21,10.16,30.03
P2X3-594 ISL1-488 20x 1b,,DRG,36.8,7.3,6.98,22.18
P2X3-594 ISL1-488 20x 1b,,DRG,156.94,13.33,15.56,45.52
P2X3-594 ISL1-488 20x 1b,,DRG,176.52,19.37,12.06,50.69
P2X3-594 ISL1-488 20x 1b,,DRG,149.97,15.24,13.65,44.55
P2X3-594 ISL1-488 20x 1b,,DRG,109.28,10.79,13.33,38.22
P2X3-594 ISL1-488 20x 1b,,DRG,155.13,15.87,13.02,46.18
P2X3-594 ISL1-488 20x 1b,,DRG,80.85,13.02,8.57,34.08
P2X3-594 ISL1-488 20x 1b,,DRG,107.64,12.38,11.11,37.76
P2X3-594 ISL1-488 20x 1b,,DRG,149.69,14.6,12.7,44.26
P2X3-594 ISL1-488 20x 1b,,DRG,61.87,9.52,8.89,28.78
P2X3-594 ISL1-488 20x 1b,,DRG,49.61,8.89,7.94,26.02
P2X3-594 ISL1-488 20x 1b,,DRG,52.22,8.25,8.57,26.35
P2X3-594 ISL1-488 20x 1b,,DRG,115.15,15.24,11.75,41.76
P2X3-594 ISL1-488 20x 1b,,DRG,103.16,11.75,11.11,36.79
P2X3-594 ISL1-488 20x 1b,,DRG,98.51,13.97,9.52,36.89
P2X3-594 ISL1-488 20x 1b,,DRG,55.64,8.57,9.84,27.61
P2X3-594 ISL1-488 20x 1b,,DRG,60.24,13.33,6.03,32
P2X3-594 ISL1-488 20x 1b,,DRG,71.95,9.52,10.79,31.14
P2X3-594 ISL1-488 20x 1b,,DRG,126.63,16.19,12.06,44.64
P2X3-594 ISL1-488 20x 1b,,DRG,127.78,14.29,12.7,43.15
P2X3-594 ISL1-488 20x 1b,,DRG,63.8,14.6,6.98,34.66
P2X3-594 ISL1-488 20x 1b,,DRG,123.43,16.51,9.21,42.98
P2X3-594 ISL1-488 20x 1b,,DRG,198.69,17.46,14.29,51.97
P2X3-594 ISL1-488 20x 1b,,DRG,92.22,11.43,10.79,35.4
P2X3-594 ISL1-488 20x 1b,,DRG,78,11.11,9.52,32.39
P2X3-594 ISL1-488 20x 1b,,DRG,120.63,14.92,10.16,41.08
P2X3-594 ISL1-488 20x 1b,,DRG,73.9,10.16,9.21,31.14
P2X3-594 ISL1-488 20x 1b,,DRG,46.92,10.79,6.35,27.5
P2X3-594 ISL1-488 20x 1b,,DRG,86.85,11.11,9.84,33.91
P2X3-594 ISL1-488 20x 1b,,DRG,101.27,13.02,10.16,37.92
P2X3-594 ISL1-488 20x 1b,,DRG,91.95,12.38,9.84,35.23
P2X3-594 ISL1-488 20x 1b,,DRG,150.71,18.1,10.48,47.27
P2X3-594 ISL1-488 20x 1b,,DRG,82.21,9.84,12.38,34.81
P2X3-594 ISL1-488 20x 1b,,DRG,64.51,10.79,7.62,29.41
P2X3-594 ISL1-488 20x 1b,,DRG,85.16,11.75,9.52,33.74
P2X3-594 ISL1-488 20x 1b,,DRG,126.35,15.87,10.16,42.04
P2X3-594 ISL1-488 20x 1b,,DRG,114.39,13.33,12.7,39.54
P2X3-594 ISL1-488 20x 1b,,DRG,227.61,15.24,19.68,56.1
P2X3-594 ISL1-488 20x 1b,,DRG,129.13,12.38,13.97,41.28
P2X3-594 ISL1-488 20x 1b,,DRG,107.11,11.11,11.43,37.46
P2X3-594 ISL1-488 20x 1b,,DRG,102.66,9.21,15.24,38.26
P2X3-594 ISL1-488 20x 1b,,DRG,106.87,13.97,9.52,38.26
P2X3-594 ISL1-488 20x 1b,,DRG,60.34,9.84,8.25,29.18
P2X3-594 ISL1-488 20x 1b,,DRG,103.3,11.43,11.75,36.85
P2X3-594 ISL1-488 20x 1b,,DRG,114.02,11.43,11.75,38.68
P2X3-594 ISL1-488 20x 1b,,DRG,132.08,15.24,12.06,42.54
P2X3-594 ISL1-488 20x 1b,,DRG,117.66,12.7,12.06,40.01
P2X3-594 ISL1-488 20x 1b,,DRG,53.7,8.25,8.57,26.51
P2X3-594 ISL1-488 20x 1b,,DRG,128.2,13.97,12.06,41.43
P2X3-594 ISL1-488 20x 1b,,DRG,144.21,19.05,11.11,47.69
P2X3-594 ISL1-488 20x 1b,,DRG,139.98,14.29,13.33,43.31
P2X3-594 ISL1-488 20x 1b,,DRG,108.08,11.75,12.7,38.49
P2X3-594 ISL1-488 20x 1b,,DRG,122.81,11.75,13.97,41.17
P2X3-594 ISL1-488 20x 1b,,DRG,96.83,11.75,10.48,35.96
P2X3-594 ISL1-488 20x 1b,,DRG,84.36,9.21,11.43,33.81
P2X3-594 ISL1-488 20x 1b,,DRG,78.7,12.7,8.25,33.99
P2X3-594 ISL1-488 20x 1b,,DRG,115.32,13.33,11.11,39.72
P2X3-594 ISL1-488 20x 1b,,DRG,247.58,19.68,17.14,57.62
P2X3-594 ISL1-488 20x 1b,,DRG,110.01,13.97,10.16,39.4
P2X3-594 ISL1-488 20x 1b,,DRG,234.65,16.51,18.41,55.73
P2X3-594 ISL1-488 20x 1b,,DRG,204.51,16.19,18.1,51.9
P2X3-594 ISL1-488 20x 1b,,DRG,173.93,17.14,14.92,50
P2X3-594 ISL1-488 20x 1b,,DRG,74.32,10.16,10.79,31.74
P2X3-594 ISL1-488 20x 1b,,DRG,136.83,13.65,14.29,43.34
P2X3-594 ISL1-488 20x 1b,,DRG,141.57,17.78,10.79,45.71
P2X3-594 ISL1-488 20x 1b,,DRG,355.91,31.11,15.56,75.72
P2X3-594 ISL1-488 20x 1b,,DRG,132.8,16.51,10.48,43.14
P2X3-594 ISL1-488 20x 1b,,DRG,99.87,10.16,12.38,36.44
P2X3-594 ISL1-488 20x 1b,,DRG,111.64,12.7,12.7,39.27
P2X3-594 ISL1-488 20x 1b,,DRG,127.46,14.6,12.06,43.14
P2X3-594 ISL1-488 20x 1b,,DRG,192.57,15.87,15.56,50.04
P2X3-594 ISL1-488 20x 1b,,DRG,104.1,12.7,11.11,37.47
P2X3-594 ISL1-488 20x 1b,,DRG,203.38,18.1,16.51,53.19
P2X3-594 ISL1-488 20x 1b,,DRG,170.52,14.92,14.92,46.91
P2X3-594 ISL1-488 20x 1b,,DRG,117.75,12.06,13.65,40.28
P2X3-594 ISL1-488 20x 1b,,DRG,134.53,14.6,13.33,43.22
P2X3-594 ISL1-488 20x 1b,,DRG,161.43,15.56,14.92,47.38
P2X3-594 ISL1-488 20x 1b,,DRG,175.85,14.92,15.56,48.47
P2X3-594 ISL1-488 20x 1b,,DRG,214.87,21.27,13.33,56.65
P2X3-594 ISL1-488 20x 1b,,DRG,96.5,13.02,10.48,36.01
P2X3-594 ISL1-488 20x 1b,,DRG,127.73,13.33,14.92,43.43
P2X3-594 ISL1-488 20x 1b,,DRG,134.21,16.19,10.16,43.45
P2X3-594 ISL1-488 20x 1b,,DRG,273.74,18.73,18.41,61.87
P2X3-594 ISL1-488 20x 1b,,DRG,116.02,14.92,10.79,40.66
P2X3-594 ISL1-488 20x 1b,,DRG,107.67,13.65,11.11,38.63
P2X3-594 ISL1-488 20x 1b,,DRG,139.23,15.24,12.38,43.38
P2X3-594 ISL1-488 20x 1b,,DRG,170.25,16.83,14.29,47.35
P2X3-594 ISL1-488 20x 1b,,DRG,121.12,13.65,12.7,40.14
P2X3-594 ISL1-488 20x 1b,,DRG,167.77,13.33,17.14,47.91
P2X3-594 ISL1-488 20x 1b,,DRG,146.28,12.7,16.83,45.2
P2X3-594 ISL1-488 20x 1b,,DRG,165.79,16.51,13.33,47.51
P2X3-594 ISL1-488 20x 1b,,DRG,150.28,15.24,12.7,44.65
P2X3-594 ISL1-488 20x 1b,,DRG,110.66,13.02,10.48,38.15
P2X3-594 ISL1-488 20x 1b,,DRG,68.1,13.97,6.67,33.69
P2X3-594 ISL1-488 20x 1b,,DRG,68.11,11.43,7.62,30.8
P2X3-594 ISL1-488 20x 1b,,DRG,81.91,11.11,9.21,33.11
P2X3-594 ISL1-488 20x 1b,,DRG,145.17,13.02,14.6,44.12
P2X3-594 ISL1-488 20x 1b,,DRG,129.86,16.51,10.48,42.98
P2X3-594 ISL1-488 20x 1b,,DRG,96.24,12.7,10.48,35.95
P2X3-594 ISL1-488 20x 1b,,DRG,94.19,13.33,9.84,36.66
P2X3-594 ISL1-488 20x 1b,,DRG,131.48,15.56,11.11,42.52
P2X3-594 ISL1-488 20x 1b,,DRG,119.96,15.56,10.16,41.58
P2X3-594 ISL1-488 20x 1b,,DRG,111.8,11.75,12.38,38.3
P2X3-594 ISL1-488 20x 1b,,DRG,67.59,9.21,10.16,30.03
P2X3-594 ISL1-488 20x 1b,,DRG,36.8,7.3,6.98,22.18
P2X3-594 ISL1-488 20x 1b,,DRG,156.94,13.33,15.56,45.52
P2X3-594 ISL1-488 20x 1b,,DRG,176.52,19.37,12.06,50.69
P2X3-594 ISL1-488 20x 1b,,DRG,149.97,15.24,13.65,44.55
P2X3-594 ISL1-488 20x 1b,,DRG,109.28,10.79,13.33,38.22
P2X3-594 ISL1-488 20x 1b,,DRG,155.13,15.87,13.02,46.18
P2X3-594 ISL1-488 20x 1b,,DRG,80.85,13.02,8.57,34.08
P2X3-594 ISL1-488 20x 1b,,DRG,107.64,12.38,11.11,37.76
P2X3-594 ISL1-488 20x 1b,,DRG,149.69,14.6,12.7,44.26
P2X3-594 ISL1-488 20x 1b,,DRG,61.87,9.52,8.89,28.78
P2X3-594 ISL1-488 20x 1b,,DRG,49.61,8.89,7.94,26.02
P2X3-594 ISL1-488 20x 1b,,DRG,52.22,8.25,8.57,26.35
P2X3-594 ISL1-488 20x 1b,,DRG,115.15,15.24,11.75,41.76
P2X3-594 ISL1-488 20x 1b,,DRG,103.16,11.75,11.11,36.79
P2X3-594 ISL1-488 20x 1b,,DRG,98.51,13.97,9.52,36.89
P2X3-594 ISL1-488 20x 1b,,DRG,55.64,8.57,9.84,27.61
P2X3-594 ISL1-488 20x 1b,,DRG,60.24,13.33,6.03,32
P2X3-594 ISL1-488 20x 1b,,DRG,71.95,9.52,10.79,31.14
P2X3-594 ISL1-488 20x 1b,,DRG,126.63,16.19,12.06,44.64
P2X3-594 ISL1-488 20x 1b,,DRG,127.78,14.29,12.7,43.15
P2X3-594 ISL1-488 20x 1b,,DRG,63.8,14.6,6.98,34.66
P2X3-488 AceTub-594 20x 2a,,TG,129.18,11.75,14.6,41.38
P2X3-488 AceTub-594 20x 2a,,TG,50.57,9.21,8.25,26.38
P2X3-488 AceTub-594 20x 2a,,TG,64.81,11.75,8.89,31.46
P2X3-488 AceTub-594 20x 2a,,TG,131.94,13.65,14.29,42.19
P2X3-488 AceTub-594 20x 2a,,TG,289.65,22.22,16.19,62.46
P2X3-488 AceTub-594 20x 2a,,TG,148.64,15.24,12.06,44.49
P2X3-488 AceTub-594 20x 2a,,TG,141.85,14.92,12.06,43.71
P2X3-488 AceTub-594 20x 2a,,TG,112.67,11.75,12.38,38.9
P2X3-488 AceTub-594 20x 2a,,TG,56.1,7.94,9.21,27.45
P2X3-488 AceTub-594 20x 2a,,TG,90.84,12.7,9.84,35.07
P2X3-488 AceTub-594 20x 2a,,TG,118.28,13.02,14.29,40.69
P2X3-488 AceTub-594 20x 2a,,TG,48.87,9.84,6.98,27.52
P2X3-488 AceTub-594 20x 2a,,TG,262.24,18.1,19.37,59.19
P2X3-488 AceTub-594 20x 2a,,TG,231.28,15.56,19.05,55.77
P2X3-488 AceTub-594 20x 2a,,TG,289.92,18.73,20.63,61.32
P2X3-488 AceTub-594 20x 2a,,TG,59.78,7.62,10.16,28.45
P2X3-488 AceTub-594 20x 2a,,TG,157.04,14.29,13.33,45.33
P2X3-488 AceTub-594 20x 2a,,TG,58.67,8.89,8.89,28.12
P2X3-488 AceTub-594 20x 2a,,TG,37.67,6.35,7.94,22.64
P2X3-488 AceTub-594 20x 2a,,TG,42.78,6.98,10.79,27.89
P2X3-488 AceTub-594 20x 2a,,TG,69.08,12.38,7.94,31.29
P2X3-488 AceTub-594 20x 2a,,TG,71.51,8.25,10.79,31.35
P2X3-488 AceTub-594 20x 2a,,TG,54.24,8.25,8.89,26.92
P2X3-488 AceTub-594 20x 2a,,TG,31.06,7.3,6.03,21.22
P2X3-488 AceTub-594 20x 2a,,TG,99.12,12.38,10.79,36.77
P2X3-488 AceTub-594 20x 2a,,TG,161.89,14.6,15.24,45.72
P2X3-488 AceTub-594 20x 2a,,TG,180.2,17.46,14.29,48.84
P2X3-488 AceTub-594 20x 2a,,TG,134.47,15.24,11.11,42.96
P2X3-488 AceTub-594 20x 2a,,TG,182.72,14.29,16.83,49.08
P2X3-488 AceTub-594 20x 2a,,TG,143.86,12.38,15.24,44.43
P2X3-488 AceTub-594 20x 2a,,TG,119.83,13.33,11.11,40
P2X3-488 AceTub-594 20x 2a,,TG,227.19,18.41,14.92,54.62
P2X3-488 AceTub-594 20x 2a,,TG,148.55,15.56,13.02,44.28
P2X3-488 AceTub-594 20x 2a,,TG,103.47,12.38,11.75,36.94
P2X3-488 AceTub-594 20x 2a,,TG,318.42,21.27,20,64.9
P2X3-488 AceTub-594 20x 2a,,TG,239.53,19.05,16.19,56.28
P2X3-488 AceTub-594 20x 2a,,TG,245.29,21.59,13.97,58.23
P2X3-488 AceTub-594 20x 2a,,TG,125,13.33,11.43,41.04
P2X3-488 AceTub-594 20x 2a,,TG,160.76,14.92,15.24,46.81
P2X3-488 AceTub-594 20x 2a,,TG,75.78,9.21,10.79,31.86
P2X3-488 AceTub-594 20x 2a,,TG,109.84,12.06,12.38,37.72
P2X3-488 AceTub-594 20x 2a,,TG,106.35,13.97,11.11,38.14
P2X3-488 AceTub-594 20x 2a,,TG,81.5,9.84,11.75,33.56
P2X3-488 AceTub-594 20x 2a,,TG,148.05,16.51,12.38,44.78
P2X3-488 AceTub-594 20x 2a,,TG,130.56,13.97,12.06,41.91
P2X3-488 AceTub-594 20x 2a,,TG,163.86,15.56,13.02,46.36
P2X3-488 AceTub-594 20x 2a,,TG,116.11,12.06,13.65,41.12
P2X3-488 AceTub-594 20x 2a,,TG,160.99,15.24,13.97,46
P2X3-488 AceTub-594 20x 2a,,TG,106.7,13.02,11.11,38.29
P2X3-488 AceTub-594 20x 2a,,TG,162.15,16.19,14.29,47.04
P2X3-488 AceTub-594 20x 2a,,TG,209.56,17.46,15.87,52.93
P2X3-488 AceTub-594 20x 2a,,TG,55.41,7.3,10.48,28.23
P2X3-488 AceTub-594 20x 2a,,TG,45.22,5.71,11.43,27.43
P2X3-488 AceTub-594 20x 2a,,TG,84.18,10.48,10.79,33.16
P2X3-488 AceTub-594 20x 2a,,TG,155.44,13.65,15.24,45.03
P2X3-488 AceTub-594 20x 2a,,TG,42.38,9.21,6.03,24.44
P2X3-488 AceTub-594 20x 2a,,TG,140.48,10.16,18.1,46.1
P2X3-488 AceTub-594 20x 2a,,TG,78.52,10.48,10.48,33.13
P2X3-488 AceTub-594 20x 2a,,TG,114.45,11.11,14.6,40.48
P2X3-488 AceTub-594 20x 2a,,TG,60.08,9.52,8.89,28.25
P2X3-488 AceTub-594 20x 2a,,TG,97.34,13.33,10.16,37.41
P2X3-488 AceTub-594 20x 2a,,TG,91.97,8.25,14.29,36.74
P2X3-488 AceTub-594 20x 2a,,TG,97.4,12.7,11.75,37.01
P2X3-488 AceTub-594 20x 2a,,TG,47.11,8.57,7.62,24.89
P2X3-488 AceTub-594 20x 2a,,TG,120.75,13.97,12.38,40
P2X3-488 AceTub-594 20x 2a,,TG,51.73,9.21,7.94,26.36
P2X3-488 AceTub-594 20x 2a,,TG,41.99,6.98,8.89,24.61
P2X3-488 AceTub-594 20x 2a,,TG,52.71,8.25,8.89,26.46
P2X3-488 AceTub-594 20x 2a,,TG,51.97,9.52,7.3,26.64
P2X3-488 AceTub-594 20x 2a,,TG,10.58,3.49,4.13,12.08
P2X3-488 AceTub-594 20x 2a,,TG,21.42,6.35,4.44,17.41
P2X3-488 AceTub-594 20x 2a,,TG,44.29,8.57,6.67,24.53
P2X3-488 AceTub-594 20x 2a,,TG,70.44,12.38,10.48,34.47
P2X3-488 AceTub-594 20x 2a,,TG,50.56,9.84,6.67,27.12
P2X3-488 AceTub-594 20x 2a,,TG,54.29,8.57,8.25,27.02
P2X3-488 AceTub-594 20x 2a,,TG,32.19,6.35,6.67,20.89
P2X3-488 AceTub-594 20x 2a,,TG,17.41,3.49,6.98,17.01
P2X3-488 AceTub-594 20x 2a,,TG,38.96,6.98,7.62,22.9
P2X3-488 AceTub-594 20x 2a,,TG,59.86,7.94,9.84,28.14
P2X3-488 AceTub-594 20x 2a,,TG,23.7,5.71,6.98,18.74
P2X3-488 AceTub-594 20x 2a,,TG,37,7.3,7.3,22.65
P2X3-488 AceTub-594 20x 2a,,TG,63.4,10.48,8.25,29.48
P2X3-488 AceTub-594 20x 2a,,TG,231.62,16.83,19.37,55.35
P2X3-488 AceTub-594 20x 2a,,TG,43.19,6.67,8.89,24.15
